,Unnamed: 0,formatted_address,Address,latitude,longitude,License_Type,Entity_Name,Trade_Name,Concate
1827,483,"3770 Joliet St, Denver, CO 80239, USA",3770 N JOLIET ST DENVER CO,39.7702698,-104.8606942,Retail Marijuana Inf Prod Mfg,"TR SCIENTIFIC, LLC",THE ROOT OF IT ALL,"Retail Marijuana Inf Prod Mfg-TR SCIENTIFIC, LLC"
1830,485,"5140 N Clarkson St, Denver, CO 80205, USA",5140 N CLARKSON ST DENVER CO,39.7546312,-104.9769565,Retail Marij Opt. Prem. Cultiv,GAMMA HOLDINGS INC.,TERRAPIN CARE STATION,Retail Marij Opt. Prem. Cultiv-GAMMA HOLDINGS INC.
1831,488,"N Washington St, Denver, CO, USA",5194 N WASHINGTON ST DENVER CO,39.7358731,-104.9787157,Retail Marijuana Store,"JVJC HOLDINGS III, LLC",,"Retail Marijuana Store-JVJC HOLDINGS III, LLC"
1832,490,"2704 W 8th Ave, Denver, CO 80204, USA",2704 W 8TH AVE DENVER CO,39.7291222,-105.0205159,Med Marijuana Inf Prod Manuf,"ROC LABS, LLC",STANLEY BROTHERS,"Med Marijuana Inf Prod Manuf-ROC LABS, LLC"
1833,491,"3950 Grape St, Denver, CO 80207, USA",3950 N GRAPE ST DENVER CO,39.7724979,-104.924581,Med Marijuana Inf Prod Manuf,"AVICENNA PRODUCTS, LLC",HIGH TECH CONCENTRATES,"Med Marijuana Inf Prod Manuf-AVICENNA PRODUCTS, LLC"
1834,491,"3950 Grape St, Denver, CO 80207, USA",3950 N GRAPE ST DENVER CO,39.7724979,-104.924581,Retail Marijuana Inf Prod Mfg,AVICENNA PRODUCTS LLC,HIGH TECH CONCENTRATES,Retail Marijuana Inf Prod Mfg-AVICENNA PRODUCTS LLC
1837,494,"310 St Paul St, Denver, CO 80206, USA",310 N SAINT PAUL ST DENVER CO,39.721244,-104.950684,Medical Marijuana Center,"CAREGIVERS FOR LIFE, LLC",,"Medical Marijuana Center-CAREGIVERS FOR LIFE, LLC"
1838,499,"1235 Umatilla St, Denver, CO 80204, USA",1235 N UMATILLA ST DENVER CO,39.7355788,-105.0127961,Retail Marij Opt. Prem. Cultiv,"METRO CANNABIS, INC.",SILVER STEM FINE CANNABIS,"Retail Marij Opt. Prem. Cultiv-METRO CANNABIS, INC."
1839,504,"4900 Jackson St, Denver, CO 80216, USA",4900 N JACKSON ST DENVER CO,39.7851053,-104.942262,Retail Marij Opt. Prem. Cultiv,"4900 JACKSON, LLC",SUNDANCE GARDENS,"Retail Marij Opt. Prem. Cultiv-4900 JACKSON, LLC"
1840,505,"2121 E 44th Ave, Denver, CO 80216, USA",2121 E 44th Ave Denver CO,39.777875,-104.9616565,Retail Marij Opt. Prem. Cultiv,THE TEA POT LLC,,Retail Marij Opt. Prem. Cultiv-THE TEA POT LLC
1841,508,"2000 W 32nd Ave, Denver, CO 80211, USA",2000 W 32ND AVE DENVER CO,39.761868,-105.0114996,Retail Marijuana Store,"SIMPLY PURE COLORADO, LLC",SIMPLY PURE,"Retail Marijuana Store-SIMPLY PURE COLORADO, LLC"
1842,509,"3835 Paris St, Denver, CO 80239, USA",3835 N PARIS ST DENVER CO,39.7701602,-104.8491558,Retail Marij Opt. Prem. Cultiv,"D'S TREES, LLC",,"Retail Marij Opt. Prem. Cultiv-D'S TREES, LLC"
1844,511,"5225 Monroe St, Denver, CO 80216, USA",5225 N MONROE ST DENVER CO,39.7917748,-104.9455177,Retail Marij Opt. Prem. Cultiv,GREEN CROSS LLC,GREEN CROSS OF CHERRY CREEK,Retail Marij Opt. Prem. Cultiv-GREEN CROSS LLC
1845,511,"5225 Monroe St, Denver, CO 80216, USA",5225 N MONROE ST DENVER CO,39.7917748,-104.9455177,Med Marijuana Opt Prem Cultiv,GREEN CROSS LLC,GREEN CROSS OF CHERRY CREEK,Med Marijuana Opt Prem Cultiv-GREEN CROSS LLC
1848,516,"1810 S Broadway, Denver, CO 80210, USA",1810 S BROADWAY  DENVER CO,39.6837002,-104.9872836,Retail Marijuana Store,"GANJA GOURMET, LLC",GANJA GOURMET,"Retail Marijuana Store-GANJA GOURMET, LLC"
1849,517,"Navajo St, Denver, CO 80211, USA",875 N NAVAJO ST DENVER CO,39.7708948,-105.0042023,Retail Marij Opt. Prem. Cultiv,NAVAJO MANAGEMENT LLC,,Retail Marij Opt. Prem. Cultiv-NAVAJO MANAGEMENT LLC
1854,520,"4890 Joliet St, Denver, CO 80239, USA",4890 N JOLIET ST DENVER CO,39.7861082,-104.860603,Retail Marij Opt. Prem. Cultiv,"KIND LOVE, LLC",KIND LOVE,"Retail Marij Opt. Prem. Cultiv-KIND LOVE, LLC"
1855,520,"4890 Joliet St, Denver, CO 80239, USA",4890 N JOLIET ST DENVER CO,39.7861082,-104.860603,Med Marijuana Inf Prod Manuf,KIND LOVE LLC,KIND LOVE,Med Marijuana Inf Prod Manuf-KIND LOVE LLC
1856,520,"4890 Joliet St, Denver, CO 80239, USA",4890 N JOLIET ST DENVER CO,39.7861082,-104.860603,Med Marijuana Opt Prem Cultiv,"KIND LOVE, LLC",KIND LOVE,"Med Marijuana Opt Prem Cultiv-KIND LOVE, LLC"
1857,520,"4890 Joliet St, Denver, CO 80239, USA",4890 N JOLIET ST DENVER CO,39.7861082,-104.860603,Retail Marijuana Inf Prod Mfg,"KIND LOVE, LLC",KIND LOVE,"Retail Marijuana Inf Prod Mfg-KIND LOVE, LLC"
1871,523,"7050 Tower Rd, Denver, CO 80249, USA",7050 N TOWER RD DENVER CO,39.8247827,-104.7713055,Retail Marijuana Store,"RJJ TOWER, LLC",NATIVE ROOTS DENVER AIRPROT,"Retail Marijuana Store-RJJ TOWER, LLC"
1872,523,"7050 Tower Rd, Denver, CO 80249, USA",7050 N TOWER RD DENVER CO,39.8247827,-104.7713055,Medical Marijuana Center,"RJJ TOWER, LLC",NATIVE ROOTS DENVER AIRPORT,"Medical Marijuana Center-RJJ TOWER, LLC"
1875,526,"1920 S Cherokee St, Denver, CO 80223, USA",1920 S CHEROKEE ST DENVER CO,39.6817233,-104.9907754,Med Marijuana Opt Prem Cultiv,"BROW 1, LLC",XCLUSIVE CANNABIS,"Med Marijuana Opt Prem Cultiv-BROW 1, LLC"
1876,527,"658 Kalamath St, Denver, CO 80204, USA",658 N KALAMATH ST DENVER CO,39.7268021,-104.9997221,Retail Marij Opt. Prem. Cultiv,"NUHI, LLC",,"Retail Marij Opt. Prem. Cultiv-NUHI, LLC"
1877,531,"1975 S Bannock St, Denver, CO 80223, USA",1975 S BANNOCK ST DENVER CO,39.6807023,-104.9902846,Med Marijuana Opt Prem Cultiv,"COMPASSIONATE PAIN MANAGEMENT, LLC",CPM,"Med Marijuana Opt Prem Cultiv-COMPASSIONATE PAIN MANAGEMENT, LLC"
1878,531,"1975 S Bannock St, Denver, CO 80223, USA",1975 S BANNOCK ST DENVER CO,39.6807023,-104.9902846,Med Marijuana Opt Prem Cultiv,"CPM LAKEWOOD, LLC",AJOYA MEDICAL CANNABIS,"Med Marijuana Opt Prem Cultiv-CPM LAKEWOOD, LLC"
1879,531,"1975 S Bannock St, Denver, CO 80223, USA",1975 S BANNOCK ST DENVER CO,39.6807023,-104.9902846,Retail Marij Opt. Prem. Cultiv,"COMPASSIONATE PAIN MANAGEMENT, LLC",AJOYA,"Retail Marij Opt. Prem. Cultiv-COMPASSIONATE PAIN MANAGEMENT, LLC"
1886,533,"801 W Bayaud Ave, Denver, CO 80223, USA",801 W BAYAUD AVE DENVER CO,39.7153479,-104.9981853,Med Marijuana Opt Prem Cultiv,NKHAT LLC,FROST HARVEST,Med Marijuana Opt Prem Cultiv-NKHAT LLC
1887,534,"20 E 9th Ave, Denver, CO 80203, USA",20 E 9TH AVE DENVER CO,39.7302778,-104.9864848,Retail Marijuana Store,"MAGNA MARKETING, INC",HERBS 4 YOU,"Retail Marijuana Store-MAGNA MARKETING, INC"
1888,535,"1736 N Downing St, Denver, CO 80218, USA",1736 N DOWNING ST DENVER CO,39.7440823,-104.9730775,Retail Marijuana Store,"MAYFLOWER GROUP, LLC",THE HEALTH CENTER,"Retail Marijuana Store-MAYFLOWER GROUP, LLC"
1889,535,"1736 N Downing St, Denver, CO 80218, USA",1736 N DOWNING ST DENVER CO,39.7440823,-104.9730775,Medical Marijuana Center,"MAYFLOWER GROUP, LLC",THE HEALTH CENTER,"Medical Marijuana Center-MAYFLOWER GROUP, LLC"
1892,536,"1822 S Bannock St, Denver, CO 80223, USA",1822 S Bannock St Denver CO,39.6836184,-104.9897028,Retail Marijuana Inf Prod Mfg,HEALTHY CREATION EDIBLES LLC,,Retail Marijuana Inf Prod Mfg-HEALTHY CREATION EDIBLES LLC
1893,537,"4875 E 41st Ave, Denver, CO 80216, USA",4875 E 41ST AVE DENVER CO,39.7747517,-104.9306815,Retail Marijuana Inf Prod Mfg,"RMZ, LLC",,"Retail Marijuana Inf Prod Mfg-RMZ, LLC"
1894,537,"4875 E 41st Ave, Denver, CO 80216, USA",4875 E 41ST AVE DENVER CO,39.7747517,-104.9306815,Med Marijuana Inf Prod Manuf,"RMZ, LLC",,"Med Marijuana Inf Prod Manuf-RMZ, LLC"
1897,538,"3960 Grape St, Denver, CO 80207, USA",3960 N GRAPE ST DENVER CO,39.77263,-104.9242387,Med Marijuana Test Facility,NORDIC ANALYTICAL LABORATORIES LLC,,Med Marijuana Test Facility-NORDIC ANALYTICAL LABORATORIES LLC
1898,540,"1301 S Cherokee St, Denver, CO 80223, USA",1301 S CHEROKEE ST DENVER CO,39.6927989,-104.9913688,Med Marijuana Opt Prem Cultiv,"SWEETWATER PARTNERS, LLC",WS THE RUBY,"Med Marijuana Opt Prem Cultiv-SWEETWATER PARTNERS, LLC"
1899,541,"Quivas St, Denver, CO, USA",400 N Quivas St Denver CO,39.7801532,-105.0080066,Retail Marijuana Inf Prod Mfg,KGBI COLORADO LLC,SENSE OF HEALING,Retail Marijuana Inf Prod Mfg-KGBI COLORADO LLC
1900,542,"7739 E Colfax Ave, Denver, CO 80220, USA",7739 E COLFAX AVE DENVER CO,39.7404732,-104.8979602,Medical Marijuana Center,"RME GROUP, LLC",AFFINITY,"Medical Marijuana Center-RME GROUP, LLC"
1901,542,"7739 E Colfax Ave, Denver, CO 80220, USA",7739 E COLFAX AVE DENVER CO,39.7404732,-104.8979602,Retail Marijuana Store,RME GROUP LLC,AFFINITY,Retail Marijuana Store-RME GROUP LLC
1904,543,"3480 S Galena St, Denver, CO 80231, USA",3480 S GALENA ST DENVER CO,39.6541532,-104.8684522,Medical Marijuana Center,WASH PARK BOUTIQUE LLC,LUCY SKY DISPENSARY,Medical Marijuana Center-WASH PARK BOUTIQUE LLC
1905,544,"5475 Peoria St, Denver, CO 80239, USA",5475 N PEORIA ST  DENVER CO,39.7952228,-104.8486775,Med Marijuana Opt Prem Cultiv,"COLORADO CANNABIS COMPANY, LLC",PURE MEDICAL DISPENSARY,"Med Marijuana Opt Prem Cultiv-COLORADO CANNABIS COMPANY, LLC"
1906,545,"1403 S Cherokee St, Denver, CO 80223, USA",1403 S CHEROKEE ST DENVER CO,39.690907,-104.991351,Retail Marij Opt. Prem. Cultiv,"GM SANTA FE, LLC",GOLDEN MEDS,"Retail Marij Opt. Prem. Cultiv-GM SANTA FE, LLC"
1907,547,"1617 W 12th Ave, Denver, CO 80204, USA",1617 W 12TH AVE DENVER CO,39.7354077,-105.0084991,Retail Marij Opt. Prem. Cultiv,"DUTCH BOY, LLC",DUTCH BOY,"Retail Marij Opt. Prem. Cultiv-DUTCH BOY, LLC"
1908,549,"790 W Evans Ave, Denver, CO 80223, USA",790 W EVANS AVE DENVER CO,39.6781711,-104.9968007,Med Marijuana Opt Prem Cultiv,ADAMS GREEN CROSSING LLC,ADAMS GREEN CROSSING,Med Marijuana Opt Prem Cultiv-ADAMS GREEN CROSSING LLC
1912,550,"80 S Pennsylvania St, Denver, CO 80209, USA",80 S PENNSYLVANIA ST DENVER CO,39.7150953,-104.9812129,Medical Marijuana Center,"BGOOD VENTURES, LLC",BGOOD APOTHECARY,"Medical Marijuana Center-BGOOD VENTURES, LLC"
1913,553,"5141 Franklin St, Denver, CO 80216, USA",5141 N FRANKLIN ST DENVER CO,39.7902105,-104.9689789,Retail Marij Opt. Prem. Cultiv,"LIVWELL I, LLC",LIVWELL,"Retail Marij Opt. Prem. Cultiv-LIVWELL I, LLC"
1914,553,"5141 Franklin St, Denver, CO 80216, USA",5141 N FRANKLIN ST DENVER CO,39.7902105,-104.9689789,Retail Marijuana Inf Prod Mfg,"BEYOND BROADWAY, LLC",INFUSIASM,"Retail Marijuana Inf Prod Mfg-BEYOND BROADWAY, LLC"
1916,553,"5141 Franklin St, Denver, CO 80216, USA",5141 N FRANKLIN ST DENVER CO,39.7902105,-104.9689789,Med Marijuana Inf Prod Manuf,"BEYOND BROADWAY, LLC",INFUSIASM,"Med Marijuana Inf Prod Manuf-BEYOND BROADWAY, LLC"
1929,555,"3900 E 48th Ave, Denver, CO 80216, USA",3900 E 48th Ave Denver CO,39.7832808,-104.9416975,Retail Marijuana Store,"KGBI COLORADO, LLC",SPARK DISPENSARY,"Retail Marijuana Store-KGBI COLORADO, LLC"
1931,556,"395 Yuma St, Denver, CO 80223, USA",395 N YUMA ST DENVER CO,39.722042,-105.0153619,Retail Marij Opt. Prem. Cultiv,DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,Retail Marij Opt. Prem. Cultiv-DISCOUNT MEDICAL MARIJUANA LLC
1935,561,"Denver, CO, USA",4809 N Colorado  Denver CO,39.7392358,-104.990251,Retail Marijuana Inf Prod Mfg,BRONNOR CORP,,Retail Marijuana Inf Prod Mfg-BRONNOR CORP
1936,565,"6767 E 39th Ave, Denver, CO 80207, USA",6767 E 39th Ave Denver CO,39.7712545,-104.9100952,Retail Marijuana Inf Prod Mfg,COLORADO GENERAL SERVICE PROVIDER,CGSP,Retail Marijuana Inf Prod Mfg-COLORADO GENERAL SERVICE PROVIDER
1937,572,"803 S Jason St, Denver, CO 80223, USA",803 S JASON ST DENVER CO,39.7021175,-104.9999047,Med Marijuana Opt Prem Cultiv,"AREN & DAVES DREAM, LLC",SERGEANT GREEN LEAF,"Med Marijuana Opt Prem Cultiv-AREN & DAVES DREAM, LLC"
1938,575,"3955 Oneida St, Denver, CO 80207, USA",3955 N ONEIDA ST DENVER CO,39.7719229,-104.9079966,Retail Marijuana Store,"GREEN KIWI 1, LLC",LIVWELL,"Retail Marijuana Store-GREEN KIWI 1, LLC"
1939,579,"2744 W 4th Ave, Denver, CO 80219, USA",2744 W 4th  Denver CO,39.7218112,-105.0214518,Retail Marij Opt. Prem. Cultiv,CAREGIVERS FOR LIFE LLC,,Retail Marij Opt. Prem. Cultiv-CAREGIVERS FOR LIFE LLC
1940,581,"445 Federal Blvd, Denver, CO 80204, USA",445 N FEDERAL BLVD DENVER CO,39.7237231,-105.0254694,Retail Marijuana Store,ALPINE HERBAL WELLNESS LLC,FROSTED LEAF,Retail Marijuana Store-ALPINE HERBAL WELLNESS LLC
1941,585,"3450 Brighton Blvd, Denver, CO 80216, USA",3450 N BRIGHTON BLVD DENVER CO,39.7699617,-104.9788853,Medical Marijuana Center,"M.J.L.Q., LLC",WHOLE MEDS,"Medical Marijuana Center-M.J.L.Q., LLC"
1942,585,"3450 Brighton Blvd, Denver, CO 80216, USA",3450 N BRIGHTON BLVD DENVER CO,39.7699617,-104.9788853,Retail Marijuana Store,M.J.L.Q LLC,WHOLE MEDS,Retail Marijuana Store-M.J.L.Q LLC
1945,588,"4400 York St, Denver, CO 80216, USA",4400 N YORK ST DENVER CO,39.7779747,-104.9591009,Retail Marij Opt. Prem. Cultiv,"TETRAHYDROCENTER, LLC",TETRAHYDRO CENTER,"Retail Marij Opt. Prem. Cultiv-TETRAHYDROCENTER, LLC"
1946,589,"1110 W Virginia Ave, Denver, CO 80223, USA",1110 W VIRGINIA AVE DENVER CO,39.7073048,-104.9995286,Retail Marij Opt. Prem. Cultiv,RIA HOLDINGS LIMITED,LAUGHING GRASS,Retail Marij Opt. Prem. Cultiv-RIA HOLDINGS LIMITED
1947,589,"1110 W Virginia Ave, Denver, CO 80223, USA",1110 W VIRGINIA AVE DENVER CO,39.7073048,-104.9995286,Medical Marijuana Center,RIA HOLDINGS LIMITED,LAUGHING GRASS,Medical Marijuana Center-RIA HOLDINGS LIMITED
1950,590,"5105 E 38th Ave, Denver, CO 80207, USA",5105 E 38TH AVE DENVER CO,39.7696082,-104.9280713,Med Marijuana Opt Prem Cultiv,"NATURE MED, INC",KIND-MEDS,"Med Marijuana Opt Prem Cultiv-NATURE MED, INC"
1951,590,"5105 E 38th Ave, Denver, CO 80207, USA",5105 E 38TH AVE DENVER CO,39.7696082,-104.9280713,Med Marijuana Opt Prem Cultiv,"NATURE MED, INC.",KIND-MEDS,"Med Marijuana Opt Prem Cultiv-NATURE MED, INC."
1955,595,"1100 S Kalamath St, Denver, CO 80223, USA",1100 S KALAMATH ST DENVER CO,39.6964434,-104.9999047,Med Marijuana Opt Prem Cultiv,"TOP SHELF, LLC",TOP SHELF,"Med Marijuana Opt Prem Cultiv-TOP SHELF, LLC"
1956,597,"794 E 51st Ave, Denver, CO 80216, USA",794 E 51st  Denver CO,39.7889742,-104.9771467,Retail Marij Opt. Prem. Cultiv,"MOUNTAIN GIRL LPT, INC.",,"Retail Marij Opt. Prem. Cultiv-MOUNTAIN GIRL LPT, INC."
1958,600,"11122 E 47th Ave, Denver, CO 80239, USA",11122 E 47th Ave Denver CO,39.7821089,-104.8583682,Retail Marij Opt. Prem. Cultiv,PERSONALIZED ORGANIC TREATMENTS LLC,,Retail Marij Opt. Prem. Cultiv-PERSONALIZED ORGANIC TREATMENTS LLC
1959,601,"2291 S Kalamath St, Denver, CO 80223, USA",2291 S Kalamath  Denver CO,39.6750256,-105.0009241,Med Marijuana Opt Prem Cultiv,"MILE HIGH WELLNESS II, LLC",MILE HIGH WELLNESS - GREEN STREET,"Med Marijuana Opt Prem Cultiv-MILE HIGH WELLNESS II, LLC"
1960,602,"1205 W Evans Ave, Denver, CO 80223, USA",1205 W EVANS AVE DENVER CO,39.6787112,-105.0022784,Retail Marij Opt. Prem. Cultiv,"5280 WELLNESS, LLC",MMJ AMERICA GOLDEN TRIANGLE,"Retail Marij Opt. Prem. Cultiv-5280 WELLNESS, LLC"
1961,602,"1205 W Evans Ave, Denver, CO 80223, USA",1205 W EVANS AVE DENVER CO,39.6787112,-105.0022784,Med Marijuana Opt Prem Cultiv,"5280 WELLNESS, LLC",MMJ AMERICA GOLDEN TRIANGLE,"Med Marijuana Opt Prem Cultiv-5280 WELLNESS, LLC"
1964,604,"4640 Ironton St, Denver, CO 80239, USA",4640 N IRONTON ST DENVER CO,39.7811893,-104.862701,Med Marijuana Opt Prem Cultiv,SUNHOUSE COLORADO LLC,SUNHOUSE,Med Marijuana Opt Prem Cultiv-SUNHOUSE COLORADO LLC
1965,606,"1724 S Broadway, Denver, CO 80210, USA",1724 S BROADWAY  DENVER CO,39.685204,-104.987238,Medical Marijuana Center,"SWEETWATER PARTNERS,LLC",GOOD CHEMISTRY,"Medical Marijuana Center-SWEETWATER PARTNERS,LLC"
1966,606,"1724 S Broadway, Denver, CO 80210, USA",1724 S BROADWAY  DENVER CO,39.685204,-104.987238,Retail Marijuana Store,"SWEETWATER PARTNERS, LLC",GOOD CHEMISTRY,"Retail Marijuana Store-SWEETWATER PARTNERS, LLC"
1969,608,"1881 S Broadway, Denver, CO 80210, USA",1881 S BROADWAY  DENVER CO,39.6824828,-104.9877393,Retail Marijuana Store,"DGS, INC.",THE KIND ROOM,"Retail Marijuana Store-DGS, INC."
1970,608,"1881 S Broadway, Denver, CO 80210, USA",1881 S BROADWAY  DENVER CO,39.6824828,-104.9877393,Medical Marijuana Center,"DGS, INC",THE KIND ROOM,"Medical Marijuana Center-DGS, INC"
1974,613,"2777 S Colorado Blvd, Denver, CO 80222, USA",2777 S COLORADO BLVD DENVER CO,39.6658647,-104.94103,Medical Marijuana Center,"NUTRITIONAL ELEMENTS, LLC",THE HEALTH CENTER,"Medical Marijuana Center-NUTRITIONAL ELEMENTS, LLC"
1975,613,"2777 S Colorado Blvd, Denver, CO 80222, USA",2777 S COLORADO BLVD DENVER CO,39.6658647,-104.94103,Retail Marijuana Store,"NUTRITIONAL ELEMENTS, LLC",THE HEALTH CENTER,"Retail Marijuana Store-NUTRITIONAL ELEMENTS, LLC"
1978,615,"2130 S Lipan St, Denver, CO 80223, USA",2130 S LIPAN ST DENVER CO,39.6779189,-105.0014111,Med Marijuana Opt Prem Cultiv,"WELLNESS CENTER OF THE ROCKIES, INC.",,"Med Marijuana Opt Prem Cultiv-WELLNESS CENTER OF THE ROCKIES, INC."
1979,615,"2130 S Lipan St, Denver, CO 80223, USA",2130 S LIPAN ST DENVER CO,39.6779189,-105.0014111,Retail Marij Opt. Prem. Cultiv,"WELLNESS CENTER OF THE ROCKIES, INC.",,"Retail Marij Opt. Prem. Cultiv-WELLNESS CENTER OF THE ROCKIES, INC."
1982,616,"2615 Welton St, Denver, CO 80205, USA",2615  WELTON ST DENVER CO,39.7542725,-104.9791249,Retail Marijuana Store,"DKC, LLC",DENVER KUSH CLUB,"Retail Marijuana Store-DKC, LLC"
1983,616,"2615 Welton St, Denver, CO 80205, USA",2615  WELTON ST DENVER CO,39.7542725,-104.9791249,Medical Marijuana Center,"DKC, LLC",DENVER KUSH CLUB,"Medical Marijuana Center-DKC, LLC"
1986,617,"2301 7th St, Denver, CO 80211, USA",2301  7TH ST DENVER CO,39.752276,-105.0145354,Retail Marijuana Store,"PLATTE VALLEY DISPENSARY, LLC",PLATTE VALLEY DISPENSARY,"Retail Marijuana Store-PLATTE VALLEY DISPENSARY, LLC"
1987,617,"2301 7th St, Denver, CO 80211, USA",2301  7TH ST DENVER CO,39.752276,-105.0145354,Medical Marijuana Center,"PLATTE VALLEY DISPENSARY, LLC",PLATTE VALLEY DISPENSARY,"Medical Marijuana Center-PLATTE VALLEY DISPENSARY, LLC"
1991,624,"2121 E 44th Ave, Denver, CO 80216, USA",2121 E 44TH AVE DENVER CO,39.777875,-104.9616565,Med Marijuana Opt Prem Cultiv,"THE TEA POT, LLC",,"Med Marijuana Opt Prem Cultiv-THE TEA POT, LLC"
1992,629,"Logan St, Denver, CO 80203, USA",5060 N Logan  Denver CO,39.7320372,-104.9822641,Retail Marijuana Inf Prod Mfg,PUEBLO WELLNESS,BOULDER BLACK GOLD,Retail Marijuana Inf Prod Mfg-PUEBLO WELLNESS
1993,632,"4093 Jackson St, Denver, CO 80216, USA",4093 N Jackson ST Denver CO,39.7736656,-104.9433352,Med Marijuana Inf Prod Manuf,DRAGON ORIGINALS LLC,,Med Marijuana Inf Prod Manuf-DRAGON ORIGINALS LLC
1994,632,"4093 Jackson St, Denver, CO 80216, USA",4093 N Jackson ST Denver CO,39.7736656,-104.9433352,Retail Marijuana Inf Prod Mfg,DRAGON ORIGINALS LLC,,Retail Marijuana Inf Prod Mfg-DRAGON ORIGINALS LLC
1997,633,"135 S Broadway, Denver, CO 80223, USA",135 S BROADWAY  DENVER CO,39.7141598,-104.9880367,Medical Marijuana Center,"TOP SHELF, LLC",TOP SHELF,"Medical Marijuana Center-TOP SHELF, LLC"
1998,635,"4773 Fox St, Denver, CO 80216, USA",4773 N Fox  Denver CO,39.7832395,-104.9950661,Medical Marijuana Center,"FOX STREET  WELLNESS, LLC",FOX CANNABIS,"Medical Marijuana Center-FOX STREET  WELLNESS, LLC"
2000,639,"2440 W Evans Ave, Denver, CO 80219, USA",2440 W EVANS AVE DENVER CO,39.6784132,-105.016955,Medical Marijuana Center,"CG INDUSTRY, LLC",CROSS GENETICS,"Medical Marijuana Center-CG INDUSTRY, LLC"
2001,642,"3835 Elm St, Denver, CO 80207, USA",3835 N Elm ST Denver CO,39.7698867,-104.9298508,Retail Marijuana Store,"JGB VENTURES, LLC",DANK,"Retail Marijuana Store-JGB VENTURES, LLC"
2002,643,"2257 S Kalamath St, Denver, CO 80223, USA",2257 S KALAMATH ST DENVER CO,39.6757645,-105.0007973,Retail Marij Opt. Prem. Cultiv,CALISTOS GARDEN LLC,,Retail Marij Opt. Prem. Cultiv-CALISTOS GARDEN LLC
2004,646,"2490 W 2nd Ave, Denver, CO 80223, USA",2490 W 2ND AVE DENVER CO,39.7185598,-105.0174344,Med Marijuana Opt Prem Cultiv,"COLORADO WELLNESS CENTERS, LLC",LUSH,"Med Marijuana Opt Prem Cultiv-COLORADO WELLNESS CENTERS, LLC"
2005,646,"2490 W 2nd Ave, Denver, CO 80223, USA",2490 W 2ND AVE DENVER CO,39.7185598,-105.0174344,Medical Marijuana Center,COLORADO WELLNESS CENTERS LLC,LUSH,Medical Marijuana Center-COLORADO WELLNESS CENTERS LLC
2009,649,"1201 20th St, Denver, CO 80202, USA",1201  20TH ST DENVER CO,39.752584,-104.991667,Medical Marijuana Center,COMPASSIONATE CARE GIVERS INC,CANNABIS STATION,Medical Marijuana Center-COMPASSIONATE CARE GIVERS INC
2012,652,"1870 S Acoma St, Denver, CO 80223, USA",1870 S ACOMA ST DENVER CO,39.682618,-104.988482,Med Marijuana Opt Prem Cultiv,"DGS, INC",THE KIND BLOOM,"Med Marijuana Opt Prem Cultiv-DGS, INC"
2013,652,"1870 S Acoma St, Denver, CO 80223, USA",1870 S ACOMA ST DENVER CO,39.682618,-104.988482,Retail Marij Opt. Prem. Cultiv,"DGS, INC.",THE KIND ROOM,"Retail Marij Opt. Prem. Cultiv-DGS, INC."
2016,654,"2209 S Jason St, Denver, CO 80223, USA",2209 S JASON ST DENVER CO,39.6765131,-104.9998134,Retail Marij Opt. Prem. Cultiv,"THE HERBAL CURE, LLC",,"Retail Marij Opt. Prem. Cultiv-THE HERBAL CURE, LLC"
2020,655,"890 Navajo St, Denver, CO 80204, USA",890 N NAVAJO ST DENVER CO,39.730187,-105.0039763,Retail Marij Opt. Prem. Cultiv,"GREEN LEAF, LLC",,"Retail Marij Opt. Prem. Cultiv-GREEN LEAF, LLC"
2022,657,"2209 W 32nd Ave, Denver, CO 80211, USA",2209 W 32ND AVE DENVER CO,39.7622251,-105.0131202,Medical Marijuana Center,"RJJ HIGHLANDS, LLC",NATIVE ROOTS HIGHLANDS,"Medical Marijuana Center-RJJ HIGHLANDS, LLC"
2023,657,"2209 W 32nd Ave, Denver, CO 80211, USA",2209 W 32ND AVE DENVER CO,39.7622251,-105.0131202,Retail Marijuana Store,"RJJ HIGHLANDS, LLC",NATIVE ROOTS HIGHLANDS,"Retail Marijuana Store-RJJ HIGHLANDS, LLC"
2026,658,"970 Lincoln St, Denver, CO 80203, USA",970 N LINCOLN ST DENVER CO,39.7317372,-104.985926,Retail Marijuana Store,DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,Retail Marijuana Store-DISCOUNT MEDICAL MARIJUANA LLC
2030,659,"4155 Grape St, Denver, CO 80216, USA",4155 N Grape St Denver CO,39.7743586,-104.9250557,Medical Marijuana Center,TESLA LLC,,Medical Marijuana Center-TESLA LLC
2031,661,"3770 Joliet St, Denver, CO 80239, USA",3770 N Joliet St Denver CO,39.7702698,-104.8606942,Retail Marijuana Inf Prod Mfg,CL PROCESSES LLC,CANNABISTRY LABS,Retail Marijuana Inf Prod Mfg-CL PROCESSES LLC
2032,668,"5885 E Evans Ave, Denver, CO 80222, USA",5885 E EVANS AVE DENVER CO,39.6791961,-104.9196305,Retail Marijuana Store,"CJJ SERVICES, LLC",SACRED SEED,"Retail Marijuana Store-CJJ SERVICES, LLC"
